sequence,accelx,accely,accelz,event
0,0.17,-0.04,0.98,0
1,0.18,-0.04,0.98,0
2,0.18,-0.04,0.98,0
3,0.17,-0.03,0.98,0
4,0.17,-0.04,0.98,0
5,0.17,-0.04,0.98,0
6,0.17,-0.04,0.98,0
7,0.17,-0.04,0.98,0
8,0.18,-0.04,0.98,0
9,0.18,-0.05,0.98,0
10,0.18,-0.05,0.98,0
11,0.17,-0.04,0.98,0
12,0.16,-0.04,0.98,0
13,0.17,-0.04,0.98,0
14,0.17,-0.04,0.98,0
15,0.18,-0.04,0.98,0
16,0.17,-0.04,0.98,0
17,0.17,-0.04,0.98,0
18,0.17,-0.04,0.98,0
19,0.17,-0.04,0.98,0
20,0.17,-0.04,0.99,0
21,0.16,-0.04,1.0,0
22,0.17,-0.02,0.99,0
23,0.18,-0.02,0.98,0
24,0.17,-0.02,0.97,0
25,0.18,-0.04,0.97,0
26,0.19,-0.05,0.98,0
27,0.2,-0.06,0.97,0
28,0.21,-0.05,0.97,0
29,0.21,-0.06,0.98,0
30,0.19,-0.07,0.99,0
31,0.18,-0.06,0.99,0
32,0.17,-0.05,0.98,0
33,0.18,-0.04,0.98,0
34,0.17,-0.04,0.97,0
35,0.17,-0.04,0.97,0
36,0.17,-0.04,0.98,0
37,0.18,-0.04,0.98,0
38,0.18,-0.02,0.98,0
39,0.18,-0.03,0.97,0
40,0.18,-0.04,0.98,0
41,0.17,-0.03,0.98,0
42,0.18,-0.04,0.98,0
43,0.16,-0.04,0.98,0
44,0.18,-0.03,0.98,0
45,0.18,-0.04,0.98,0
46,0.19,-0.04,0.98,0
47,0.17,-0.04,0.98,0
48,0.17,-0.04,0.98,0
49,0.16,-0.04,0.98,0
50,0.17,-0.04,0.98,0
51,0.15,-0.04,0.98,0
52,0.18,-0.04,0.98,0
53,0.16,-0.03,0.98,0
54,0.14,-0.05,0.98,0
55,0.18,-0.04,0.99,0
56,0.09,-0.03,0.96,0
57,0.19,-0.06,0.99,0
58,0.09,-0.06,0.96,0
