sequence,accelx,accely,accelz,event
0,0.28,-0.06,0.97,0
1,0.27,-0.06,0.97,0
2,0.27,-0.06,0.96,0
3,0.27,-0.06,0.96,0
4,0.27,-0.06,0.96,0
5,0.27,-0.06,0.97,0
6,0.27,-0.06,0.97,0
7,0.27,-0.06,0.97,0
8,0.27,-0.06,0.97,0
9,0.28,-0.06,0.97,0
10,0.27,-0.06,0.97,0
11,0.26,-0.06,0.96,0
12,0.27,-0.06,0.96,0
13,0.27,-0.06,0.97,0
14,0.27,-0.06,0.97,0
15,0.27,-0.06,0.97,0
16,0.27,-0.06,0.97,0
17,0.28,-0.06,0.97,0
18,0.27,-0.06,0.97,0
19,0.27,-0.06,0.97,0
20,0.27,-0.06,0.97,0
21,0.27,-0.06,0.97,0
22,0.27,-0.06,0.97,0
23,0.27,-0.06,0.97,0
24,0.27,-0.06,0.97,0
25,0.26,-0.06,0.97,0
26,0.26,-0.07,0.97,0
27,0.27,-0.06,0.97,0
28,0.28,-0.06,0.97,0
29,0.27,-0.06,0.97,0
30,0.26,-0.06,0.97,0
31,0.27,-0.07,0.97,0
32,0.27,-0.06,0.96,0
33,0.27,-0.06,0.96,0
34,0.27,-0.06,0.97,0
35,0.27,-0.07,0.97,0
36,0.27,-0.07,0.97,0
37,0.27,-0.07,0.97,0
38,0.27,-0.07,0.97,0
39,0.26,-0.07,0.96,0
40,0.27,-0.07,0.96,0
41,0.27,-0.06,0.96,0
42,0.27,-0.07,0.97,0
43,0.26,-0.07,0.97,0
44,0.26,-0.07,0.97,0
45,0.27,-0.08,0.97,0
46,0.27,-0.08,0.97,0
47,0.27,-0.07,0.97,0
48,0.26,-0.08,0.97,0
49,0.27,-0.08,0.96,0
50,0.27,-0.08,0.96,0
51,0.27,-0.08,0.97,0
52,0.27,-0.09,0.97,0
53,0.28,-0.08,0.97,0
54,0.28,-0.08,0.97,0
55,0.25,-0.09,0.97,0
56,0.25,-0.09,0.96,0
57,0.27,-0.1,0.97,0
58,0.25,-0.09,0.96,0
59,0.26,-0.1,0.97,0
60,0.24,-0.09,0.96,0
61,0.25,-0.11,0.96,0
62,0.21,-0.11,0.94,0
63,0.26,-0.12,0.97,0
64,0.31,-0.12,0.98,0
65,0.28,-0.11,0.97,0
66,0.36,-0.14,1.04,0
67,0.23,-0.06,1.0,0
68,0.21,-0.08,0.97,0
69,0.29,-0.1,0.94,0
70,0.22,-0.06,0.86,0
71,0.27,-0.14,0.95,0
72,0.31,-0.12,0.98,0
73,0.31,-0.12,0.97,0
