sequence,accelx,accely,accelz,event
0,0.21,-0.05,0.99,0
1,0.21,0.0,0.97,0
2,0.2,0.0,0.95,0
3,0.21,-0.13,0.96,0
4,0.2,-0.26,0.91,0
5,0.14,-0.25,0.97,0
6,0.19,-0.08,0.95,0
7,0.16,-0.24,0.96,0
8,0.14,-0.24,0.96,0
9,0.15,-0.22,1.01,0
10,0.16,-0.23,1.0,0
11,0.14,-0.16,1.0,0
12,0.15,-0.2,0.96,0
13,0.23,-0.16,0.96,0
14,0.21,-0.15,0.91,0
15,0.18,-0.25,0.91,0
16,0.17,-0.25,0.9,0
17,0.05,-0.3,0.89,0
18,-0.15,-0.34,0.89,0
19,-0.11,-0.38,0.95,0
20,0.08,-0.41,0.94,0
21,0.17,-0.23,1.05,0
22,0.33,-0.18,1.01,0
23,0.37,0.0,0.89,0
24,0.32,-0.04,0.97,0
25,0.41,-0.04,0.97,0
26,0.32,-0.07,0.92,0
27,0.23,-0.1,1.02,0
28,0.21,0.0,1.0,0
29,0.1,-0.03,1.04,0
30,0.12,0.02,0.99,0
31,0.05,0.01,0.99,0
32,0.19,0.05,0.94,0
33,0.08,0.07,0.99,0
34,0.09,0.09,1.03,0
35,0.06,0.04,1.03,0
36,0.03,0.01,1.05,0
37,0.01,0.01,1.0,0
38,0.01,0.01,1.0,0
39,0.0,0.0,1.01,0
40,0.0,-0.01,1.0,0
41,0.02,-0.04,1.02,0
42,0.0,-0.04,1.03,0
43,0.0,-0.03,1.01,0
44,-0.01,-0.02,1.0,0
45,-0.01,-0.01,0.98,0
46,-0.01,0.0,0.97,0
47,-0.01,-0.01,0.98,0
48,-0.01,-0.01,0.98,0
49,-0.04,-0.01,1.0,0
50,-0.02,0.0,0.99,0
51,-0.03,0.01,0.99,0
52,-0.04,0.0,1.0,0
53,-0.02,-0.01,0.99,0
54,0.0,0.0,0.99,0
55,0.02,0.0,0.98,0
56,0.03,-0.01,0.99,0
57,0.01,-0.04,1.02,0
58,0.02,-0.09,1.04,0
59,0.03,-0.08,1.01,0
60,0.02,-0.09,0.99,0
61,0.05,-0.08,0.97,0
62,0.02,-0.05,0.97,0
63,0.05,-0.05,0.98,0
64,0.04,-0.06,0.98,0
65,0.04,-0.05,0.99,0
66,0.03,-0.06,0.99,0
67,0.05,-0.05,0.99,0
68,0.01,-0.05,1.0,0
69,0.06,-0.06,1.0,0
70,0.04,-0.05,1.0,0
71,0.04,-0.05,1.0,0
72,0.04,-0.03,1.0,0
73,0.04,-0.04,0.98,0
74,0.03,-0.04,0.98,0
75,0.05,-0.04,0.98,0
76,0.03,-0.03,0.98,0
77,0.05,-0.03,0.98,0
78,0.03,-0.04,0.99,0
79,0.09,-0.04,1.0,0
80,0.02,-0.04,0.98,0
81,0.06,-0.03,1.0,0
82,0.01,-0.04,0.98,0
83,0.02,-0.03,0.99,0
84,0.05,-0.04,1.0,0
85,0.08,-0.05,1.02,0
86,0.06,-0.04,1.0,0
87,0.06,-0.03,0.98,0
88,0.07,-0.05,1.01,0
89,0.09,-0.05,1.02,0
90,0.08,-0.03,1.03,0
91,0.03,-0.02,0.99,0
92,0.08,-0.07,0.99,0
93,0.0,-0.05,0.97,0
94,0.09,-0.04,0.98,0
95,0.07,-0.04,0.98,0
96,0.09,-0.05,0.99,0
97,0.08,-0.04,0.98,0
98,0.08,-0.04,0.98,0
99,0.08,-0.03,0.99,0
100,0.09,-0.04,0.99,1
101,0.08,-0.04,0.99,1
102,0.08,-0.03,0.99,1
103,0.09,-0.04,0.99,1
104,0.08,-0.04,0.99,1
105,0.09,-0.04,0.99,1
106,0.09,-0.04,0.99,1
107,0.08,-0.03,0.98,1
108,0.08,-0.04,0.99,1
109,0.09,-0.03,1.0,1
110,0.09,-0.04,0.99,1
111,0.08,-0.03,0.99,1
112,0.09,-0.04,0.99,1
113,0.08,-0.04,0.99,1
114,0.08,-0.03,0.98,1
115,0.08,-0.03,0.98,1
116,0.08,-0.02,0.98,1
117,0.08,-0.04,0.99,1
118,0.08,-0.03,1.0,1
119,0.08,-0.03,1.0,1
120,0.08,-0.03,0.99,1
121,0.07,-0.02,0.99,1
122,0.08,-0.04,0.99,1
123,0.09,-0.05,0.97,1
124,0.05,-0.06,0.96,1
125,0.04,-0.07,0.96,1
126,0.03,-0.1,0.97,1
127,0.03,-0.13,0.97,1
128,0.07,-0.18,0.98,1
129,0.09,-0.21,0.99,1
130,0.12,-0.22,1.03,1
131,0.18,-0.23,1.08,1
132,0.18,-0.21,1.15,1
133,0.17,-0.18,1.22,1
134,0.19,-0.17,1.27,1
135,0.23,-0.12,1.34,1
136,0.21,-0.07,1.41,1
137,0.14,-0.01,1.46,1
138,0.13,0.04,1.44,1
139,-0.02,0.09,1.37,1
140,-0.01,0.17,1.28,1
141,-0.02,0.17,1.23,1
142,-0.13,0.21,1.08,1
143,-0.06,0.23,0.97,1
144,-0.17,0.32,0.79,1
145,0.05,0.42,0.64,1
146,-0.01,0.42,0.52,1
147,0.16,0.39,0.47,1
148,0.16,0.37,0.37,1
149,0.23,0.36,0.26,1
150,0.31,0.34,0.25,1
151,0.45,0.32,0.25,1
152,0.56,0.36,0.33,1
153,0.66,0.29,0.38,1
154,0.69,0.25,0.38,1
155,0.67,0.23,0.45,1
156,0.73,0.14,0.47,1
157,0.73,0.13,0.47,1
158,0.67,0.1,0.46,1
159,0.64,0.05,0.6,1
160,0.73,-0.01,0.56,1
161,0.56,0.01,0.73,1
162,0.51,-0.08,0.77,1
163,0.57,-0.08,0.97,1
164,0.44,-0.12,0.95,1
165,0.35,-0.14,1.04,1
166,0.35,-0.15,1.01,1
167,0.15,-0.14,1.21,1
168,0.23,-0.15,1.23,1
169,0.16,-0.17,1.37,1
170,0.21,-0.14,1.38,1
171,0.2,-0.03,1.31,1
172,0.04,0.0,1.16,1
173,-0.01,0.07,1.12,1
174,-0.14,0.05,1.08,1
175,-0.06,0.1,1.06,1
176,-0.04,0.1,1.01,1
177,-0.09,0.1,0.97,1
178,0.0,0.06,0.97,1
179,0.02,0.02,0.97,1
180,0.01,-0.02,0.98,1
181,0.08,-0.07,0.97,1
182,0.07,-0.07,0.99,1
183,0.08,-0.1,0.99,1
184,0.09,-0.09,1.0,1
185,0.09,-0.07,0.99,1
186,0.09,-0.06,1.0,1
187,0.09,-0.05,0.99,1
188,0.09,-0.04,0.99,1
189,0.09,-0.05,0.99,1
190,0.09,-0.05,0.99,1
191,0.08,-0.05,0.99,1
192,0.1,-0.03,0.98,1
193,0.1,-0.04,0.98,1
194,0.09,-0.05,0.98,1
195,0.09,-0.05,0.99,1
196,0.09,-0.04,1.01,1
197,0.09,-0.04,0.99,1
198,0.09,-0.04,0.99,1
199,0.09,-0.04,0.99,1
200,0.09,-0.05,1.0,1
201,0.09,-0.04,0.99,1
202,0.04,-0.03,0.98,1
203,0.07,-0.05,0.99,1
204,0.03,-0.06,0.98,1
205,0.01,-0.04,0.97,1
206,0.09,-0.07,1.02,1
207,0.08,-0.04,1.01,1
208,0.07,-0.08,1.05,1
209,0.07,-0.07,1.07,1
210,0.09,-0.06,1.05,1
211,0.0,-0.01,0.96,1
212,0.1,-0.08,0.96,1
213,0.04,-0.02,0.93,1
214,0.08,-0.06,0.96,1
215,0.08,-0.12,1.02,1
216,0.08,-0.1,1.04,1
217,0.05,-0.03,1.05,1
218,0.08,-0.01,1.01,1
219,0.09,-0.07,0.98,1
220,0.08,-0.05,0.97,1
221,0.1,-0.04,0.97,1
222,0.1,-0.03,0.98,1
223,0.09,-0.04,0.98,1
224,0.09,-0.04,0.99,1
225,0.1,-0.04,0.99,0
226,0.09,-0.05,0.99,0
227,0.09,-0.05,0.98,0
228,0.09,-0.05,0.98,0
229,0.1,-0.04,0.98,0
230,0.1,-0.04,0.99,0
231,0.09,-0.04,0.99,0
232,0.1,-0.04,0.99,0
233,0.09,-0.04,1.0,0
234,0.09,-0.04,0.99,0
235,0.09,-0.04,0.99,0
236,0.09,-0.05,0.98,0
237,0.09,-0.05,0.98,0
238,0.09,-0.05,0.99,0
239,0.09,-0.06,0.99,0
240,0.09,-0.05,0.99,0
241,0.09,-0.06,0.98,0
242,0.09,-0.05,0.98,0
243,0.09,-0.05,0.98,0
244,0.08,-0.05,0.97,0
245,0.08,-0.05,0.97,0
246,0.08,-0.06,0.97,0
247,0.08,-0.09,0.91,0
248,0.04,-0.12,0.88,0
249,0.06,-0.12,0.9,0
250,-0.02,-0.1,0.93,0
251,-0.06,-0.08,0.97,0
252,-0.1,-0.05,0.99,0
253,-0.15,-0.04,0.99,0
254,-0.2,-0.03,0.98,0
255,-0.22,-0.05,1.06,0
256,-0.18,-0.09,1.04,0
257,-0.21,-0.1,1.08,0
258,-0.11,-0.13,1.1,0
259,-0.09,-0.16,1.07,0
260,-0.14,-0.2,1.05,0
261,-0.18,-0.22,1.01,0
262,-0.23,-0.24,0.95,0
263,-0.23,-0.24,0.98,0
264,-0.22,-0.23,0.96,0
265,-0.2,-0.23,0.96,0
266,-0.23,-0.24,0.96,0
267,-0.24,-0.24,0.95,0
268,-0.24,-0.24,0.91,0
269,-0.25,-0.24,0.88,0
270,-0.27,-0.24,0.91,0
271,-0.26,-0.23,0.92,0
272,-0.27,-0.22,0.92,0
273,-0.29,-0.21,0.92,0
274,-0.29,-0.2,0.93,0
275,-0.34,-0.19,0.95,0
276,-0.34,-0.19,0.94,0
277,-0.4,-0.2,0.96,0
278,-0.41,-0.2,0.94,0
279,-0.41,-0.23,0.91,0
280,-0.41,-0.23,0.88,0
281,-0.41,-0.23,0.88,0
282,-0.42,-0.24,0.87,0
283,-0.47,-0.23,0.86,0
284,-0.51,-0.22,0.87,0
285,-0.51,-0.21,0.87,0
286,-0.51,-0.22,0.88,0
287,-0.48,-0.24,0.87,0
288,-0.48,-0.24,0.83,0
289,-0.5,-0.23,0.84,0
290,-0.52,-0.22,0.81,0
291,-0.52,-0.22,0.83,0
292,-0.52,-0.24,0.83,0
293,-0.51,-0.25,0.84,0
294,-0.5,-0.25,0.86,0
295,-0.51,-0.24,0.85,0
296,-0.51,-0.24,0.84,0
297,-0.51,-0.25,0.85,0
298,-0.51,-0.25,0.86,0
299,-0.51,-0.25,0.85,0
300,-0.51,-0.25,0.84,0
301,-0.5,-0.25,0.84,0
302,-0.5,-0.25,0.84,0
303,-0.51,-0.25,0.85,0
304,-0.5,-0.25,0.84,0
305,-0.5,-0.25,0.83,0
306,-0.5,-0.25,0.83,0
