sequence,accelx,accely,accelz,event
0,0.56,-0.2,0.82,0
1,0.56,-0.2,0.81,0
2,0.56,-0.2,0.82,0
3,0.56,-0.21,0.81,0
4,0.55,-0.2,0.81,0
5,0.55,-0.2,0.81,0
6,0.55,-0.2,0.82,0
7,0.56,-0.2,0.82,0
8,0.56,-0.21,0.82,0
9,0.55,-0.2,0.81,0
10,0.55,-0.2,0.81,0
11,0.55,-0.2,0.81,0
12,0.56,-0.21,0.82,0
13,0.55,-0.2,0.81,0
14,0.56,-0.2,0.81,0
15,0.56,-0.2,0.81,0
16,0.56,-0.2,0.82,0
17,0.54,-0.2,0.82,0
18,0.55,-0.2,0.83,0
19,0.54,-0.21,0.8,0
20,0.58,-0.21,0.79,0
21,0.56,-0.2,0.82,0
22,0.6,-0.23,0.9,0
23,0.56,-0.27,0.88,0
24,0.52,-0.24,0.92,0
25,0.46,-0.21,0.91,0
26,0.42,-0.15,0.91,0
27,0.41,-0.13,0.92,0
28,0.36,-0.14,0.86,0
29,0.41,-0.19,0.88,0
30,0.46,-0.17,0.9,0
31,0.42,-0.15,0.88,0
32,0.4,-0.14,0.87,0
33,0.46,-0.13,0.91,0
34,0.41,-0.1,0.89,0
35,0.41,-0.07,0.92,0
36,0.36,-0.07,0.91,0
37,0.36,-0.09,0.92,0
38,0.36,-0.11,0.94,0
39,0.32,-0.09,0.94,0
40,0.35,-0.1,0.96,0
41,0.35,-0.1,0.96,0
42,0.35,-0.08,0.95,0
43,0.35,-0.07,0.95,0
44,0.34,-0.06,0.95,0
45,0.35,-0.06,0.95,0
46,0.35,-0.06,0.94,0
47,0.35,-0.06,0.94,0
48,0.35,-0.05,0.96,0
49,0.35,-0.05,0.95,0
50,0.32,-0.06,0.95,0
51,0.34,-0.06,0.96,0
52,0.34,-0.06,0.97,0
53,0.33,-0.06,0.96,0
54,0.31,-0.06,0.97,0
55,0.28,-0.06,0.95,0
56,0.3,-0.06,0.96,0
57,0.3,-0.06,0.97,0
58,0.25,-0.04,0.96,0
59,0.23,-0.06,0.96,0
60,0.3,-0.08,0.96,0
61,0.19,-0.04,0.98,0
62,0.27,-0.08,1.0,0
63,0.28,-0.07,0.97,0
64,0.28,-0.06,0.95,0
65,0.29,-0.05,0.97,0
66,0.32,-0.05,0.98,0
67,0.35,-0.09,0.95,0
68,0.29,-0.04,0.93,0
69,0.35,-0.07,0.94,0
70,0.28,-0.06,0.94,0
71,0.37,-0.06,0.95,0
72,0.44,-0.11,0.95,0
73,0.35,-0.05,0.95,0
74,0.37,-0.06,0.97,0
75,0.36,-0.07,0.95,3
76,0.36,-0.07,0.94,3
77,0.36,-0.07,0.93,3
78,0.36,-0.06,0.93,3
79,0.37,-0.06,0.94,3
80,0.36,-0.07,0.93,3
81,0.37,-0.07,0.94,3
82,0.36,-0.07,0.94,3
83,0.36,-0.07,0.94,3
84,0.36,-0.07,0.94,3
85,0.37,-0.07,0.95,3
86,0.36,-0.07,0.94,3
87,0.36,-0.07,0.95,3
88,0.36,-0.07,0.94,3
89,0.36,-0.07,0.95,3
90,0.36,-0.07,0.94,3
91,0.36,-0.07,0.94,3
92,0.36,-0.07,0.94,3
93,0.36,-0.07,0.94,3
94,0.36,-0.07,0.94,3
95,0.36,-0.06,0.95,3
96,0.36,-0.06,0.95,3
97,0.36,-0.07,0.94,3
98,0.36,-0.07,0.94,3
99,0.36,-0.07,0.94,3
100,0.36,-0.07,0.94,3
101,0.36,-0.06,0.94,3
102,0.36,-0.06,0.94,3
103,0.36,-0.05,0.94,3
104,0.35,-0.04,0.94,3
105,0.34,-0.04,0.94,3
106,0.35,-0.04,0.96,3
