sequence,accelx,accely,accelz,event
0,0.25,0.0,0.97,0
1,0.26,-0.01,0.97,0
2,0.25,-0.01,0.97,0
3,0.26,-0.01,0.97,0
4,0.27,-0.01,0.97,0
5,0.26,-0.01,0.97,0
6,0.26,-0.01,0.96,0
7,0.26,0.0,0.97,0
8,0.26,0.0,0.97,0
9,0.26,-0.01,0.97,0
10,0.26,-0.01,0.97,0
11,0.26,-0.01,0.98,0
12,0.26,-0.01,0.97,0
13,0.26,-0.01,0.97,0
14,0.26,-0.01,0.97,0
15,0.27,-0.01,0.97,0
16,0.27,-0.01,0.96,0
17,0.27,-0.01,0.96,0
18,0.26,0.0,0.96,0
19,0.27,0.0,0.97,0
20,0.26,0.0,0.97,0
21,0.26,-0.01,0.97,0
22,0.27,-0.01,0.97,0
23,0.27,-0.01,0.98,0
24,0.27,-0.01,0.97,0
25,0.26,0.0,0.97,0
26,0.26,-0.01,0.96,0
27,0.27,-0.01,0.96,0
28,0.27,0.0,0.97,0
29,0.27,0.0,0.97,0
30,0.27,0.0,0.97,0
31,0.26,0.0,0.97,0
32,0.26,0.0,0.97,0
33,0.26,0.0,0.97,0
34,0.26,-0.01,0.97,0
35,0.27,0.0,0.97,0
36,0.26,-0.01,0.97,0
37,0.26,0.0,0.97,0
38,0.26,0.0,0.97,0
39,0.25,0.0,0.97,0
40,0.25,0.0,0.97,0
41,0.26,0.0,0.97,0
42,0.26,0.0,0.97,0
43,0.25,0.0,0.97,0
44,0.26,-0.01,0.98,0
45,0.26,0.0,0.98,0
46,0.24,0.0,0.97,0
47,0.24,-0.01,0.96,0
48,0.25,-0.01,0.96,0
49,0.25,0.0,0.97,0
50,0.24,-0.01,0.96,0
51,0.24,-0.01,0.96,0
52,0.25,0.0,0.97,0
53,0.25,-0.01,0.97,0
54,0.23,-0.01,0.97,0
55,0.25,-0.01,0.97,0
56,0.24,0.0,0.98,0
57,0.24,0.0,0.98,0
58,0.24,0.0,0.98,0
59,0.24,0.0,0.98,0
60,0.25,0.0,0.98,0
61,0.23,0.0,0.97,0
62,0.23,0.0,0.94,0
63,0.23,0.0,0.95,0
64,0.24,0.0,0.97,0
65,0.24,0.0,0.98,0
66,0.24,0.0,0.97,0
67,0.24,0.0,0.97,0
68,0.23,0.0,0.97,0
69,0.23,0.0,0.98,0
70,0.24,0.01,0.98,0
71,0.24,0.0,0.97,0
72,0.23,0.0,0.97,0
73,0.26,0.0,0.97,0
74,0.23,0.0,0.97,0
75,0.25,0.0,0.97,0
76,0.26,0.0,0.97,0
77,0.26,0.0,0.97,0
78,0.26,0.0,0.97,0
79,0.25,0.01,0.97,0
80,0.25,0.01,0.97,0
81,0.25,0.0,0.97,0
82,0.25,0.01,0.97,0
83,0.26,0.01,0.97,0
84,0.27,0.0,0.97,0
85,0.24,0.01,0.97,0
86,0.27,0.01,0.98,0
87,0.21,0.0,0.96,0
88,0.24,0.02,0.96,0
89,0.26,0.01,0.97,0
90,0.23,0.01,0.97,0
91,0.24,0.01,0.99,0
92,0.2,0.01,0.97,0
93,0.19,0.01,0.99,0
94,0.19,0.02,0.98,0
95,0.25,0.01,0.96,0
96,0.22,0.02,0.97,0
97,0.2,0.01,1.0,0
98,0.2,0.02,1.01,0
99,0.2,0.02,1.03,0
100,0.22,0.01,1.0,0
101,0.29,0.01,0.97,0
102,0.25,0.02,0.95,0
103,0.28,0.02,0.94,0
104,0.22,0.0,0.94,0
105,0.28,0.01,0.95,0
106,0.26,0.02,0.96,0
107,0.27,0.02,0.97,0
108,0.26,0.02,0.97,0
109,0.27,0.01,0.98,0
110,0.26,0.01,0.97,0
111,0.26,0.01,0.97,0
112,0.27,0.0,0.97,0
113,0.27,0.01,0.97,0
114,0.27,0.01,0.96,0
115,0.27,0.01,0.96,0
116,0.27,0.01,0.97,0
117,0.27,0.01,0.97,0
118,0.26,0.01,0.97,0
119,0.27,0.01,0.97,0
120,0.26,0.01,0.97,0
121,0.27,0.01,0.97,0
122,0.27,0.01,0.97,0
123,0.27,0.01,0.97,0
124,0.27,0.0,0.97,0
125,0.27,0.01,0.97,3
126,0.27,0.02,0.96,3
127,0.27,0.02,0.97,3
128,0.25,0.03,0.97,3
129,0.26,0.02,0.97,3
130,0.26,0.01,0.97,3
131,0.26,0.02,0.97,3
132,0.26,0.02,0.97,3
133,0.27,0.01,0.97,3
134,0.25,0.02,0.97,3
135,0.26,0.02,0.97,3
136,0.27,0.01,0.97,3
137,0.26,0.01,0.97,3
138,0.26,0.02,0.97,3
139,0.26,0.02,0.97,3
140,0.26,0.01,0.97,3
141,0.27,0.01,0.97,3
142,0.26,0.02,0.97,3
143,0.26,0.02,0.97,3
144,0.26,0.02,0.97,3
145,0.28,0.01,0.98,3
146,0.25,0.03,0.97,3
147,0.25,0.03,0.96,3
148,0.26,0.04,0.96,3
149,0.24,0.04,0.96,3
150,0.23,0.04,0.97,3
151,0.18,0.04,1.05,3
152,0.11,0.03,1.2,3
153,0.0,0.06,1.46,3
154,-0.03,0.13,1.62,3
155,0.22,0.11,1.79,3
156,0.08,0.22,1.72,3
157,0.36,0.16,1.69,3
158,0.43,0.1,1.58,3
159,0.26,0.03,1.25,3
160,0.29,0.02,0.97,3
161,0.36,-0.08,0.75,3
162,0.14,-0.09,0.43,3
163,0.04,-0.24,0.28,3
164,-0.02,-0.28,0.19,3
165,-0.26,-0.34,-0.02,3
166,-0.25,-0.44,-0.07,3
167,-0.36,-0.4,-0.14,3
168,-0.29,-0.42,-0.05,3
169,-0.28,-0.33,0.04,3
170,-0.3,-0.29,0.11,3
171,-0.25,-0.28,0.28,3
172,-0.1,-0.26,0.42,3
173,0.09,-0.27,0.81,3
174,0.09,-0.18,0.99,3
175,0.27,-0.14,1.46,3
176,0.1,0.0,1.53,3
177,0.28,0.07,1.57,3
178,0.32,0.09,1.56,3
179,0.16,0.1,1.46,3
180,0.24,0.1,1.37,3
181,0.26,0.1,1.29,3
182,0.26,0.09,1.2,3
183,0.34,0.05,1.09,3
184,0.32,0.03,1.01,3
185,0.42,0.03,0.96,3
186,0.42,0.06,0.94,3
187,0.45,0.05,0.88,3
188,0.46,0.04,0.88,3
189,0.44,0.04,0.92,3
190,0.46,0.04,0.93,3
191,0.45,0.06,0.91,3
192,0.45,0.09,0.91,3
193,0.51,0.03,0.91,3
194,0.46,0.04,0.89,3
195,0.47,0.05,0.92,3
196,0.43,0.05,0.88,3
197,0.47,0.05,0.9,3
198,0.44,0.09,0.91,3
199,0.44,0.04,0.89,3
200,0.45,0.07,0.88,3
201,0.42,0.08,0.95,3
202,0.43,0.08,0.96,3
203,0.42,0.11,0.96,3
204,0.46,0.0,0.93,3
205,0.45,0.0,0.85,3
206,0.41,0.12,0.86,3
207,0.44,-0.02,0.86,3
208,0.36,0.05,0.87,3
209,0.46,0.07,0.97,3
210,0.38,0.11,0.99,3
211,0.43,0.0,0.96,3
212,0.5,0.06,0.91,3
213,0.45,0.05,0.85,3
214,0.44,0.05,0.87,3
215,0.46,0.04,0.88,3
216,0.46,0.04,0.87,3
217,0.46,0.07,0.88,3
218,0.46,0.03,0.9,3
219,0.46,0.04,0.88,3
220,0.46,0.05,0.89,3
221,0.48,0.06,0.89,3
222,0.46,0.08,0.87,3
223,0.46,0.07,0.87,3
224,0.48,0.05,0.89,3
225,0.46,0.06,0.88,0
226,0.46,0.06,0.89,0
227,0.46,0.05,0.88,0
228,0.46,0.05,0.88,0
229,0.46,0.06,0.89,0
230,0.46,0.06,0.9,0
231,0.46,0.06,0.9,0
232,0.46,0.06,0.88,0
233,0.46,0.05,0.88,0
234,0.46,0.06,0.87,0
235,0.46,0.06,0.89,0
236,0.46,0.05,0.9,0
237,0.46,0.05,0.89,0
238,0.46,0.05,0.88,0
239,0.46,0.05,0.89,0
240,0.46,0.05,0.89,0
241,0.46,0.05,0.89,0
242,0.46,0.04,0.89,0
243,0.46,0.05,0.88,0
244,0.46,0.05,0.89,0
245,0.46,0.05,0.89,0
246,0.46,0.06,0.89,0
247,0.46,0.06,0.91,0
248,0.46,0.07,0.89,0
249,0.47,0.06,0.91,0
250,0.46,0.05,0.9,0
251,0.46,0.04,0.89,0
252,0.46,0.04,0.88,0
253,0.42,0.07,0.87,0
254,0.46,0.07,0.9,0
255,0.47,0.05,0.88,0
256,0.46,0.05,0.88,0
257,0.46,0.06,0.89,0
258,0.46,0.07,0.9,0
259,0.46,0.05,0.89,0
260,0.46,0.05,0.88,0
261,0.46,0.06,0.9,0
262,0.46,0.06,0.89,0
263,0.46,0.05,0.89,0
264,0.46,0.05,0.88,0
265,0.46,0.06,0.89,0
266,0.46,0.06,0.89,0
267,0.46,0.06,0.88,0
268,0.46,0.06,0.88,0
269,0.46,0.07,0.88,0
270,0.46,0.06,0.89,0
271,0.46,0.05,0.9,0
272,0.46,0.05,0.9,0
273,0.46,0.05,0.88,0
274,0.46,0.05,0.89,0
275,0.46,0.05,0.89,0
276,0.46,0.06,0.88,0
277,0.46,0.06,0.89,0
278,0.46,0.05,0.89,0
279,0.46,0.05,0.89,0
280,0.46,0.05,0.89,0
