sequence,accelx,accely,accelz,event
0,0.04,-0.08,0.99,0
1,0.05,-0.08,0.98,0
2,0.06,-0.08,0.98,0
3,0.08,-0.06,0.99,0
4,0.09,-0.06,0.99,0
5,0.08,-0.06,0.99,0
6,0.09,-0.06,0.99,0
7,0.08,-0.06,0.99,0
8,0.09,-0.06,0.99,0
9,0.08,-0.06,0.99,0
10,0.09,-0.07,0.99,0
11,0.08,-0.07,0.99,0
12,0.09,-0.06,1.0,0
13,0.08,-0.06,0.99,0
14,0.09,-0.06,0.99,0
15,0.08,-0.05,0.99,0
16,0.08,-0.05,0.99,0
17,0.08,-0.05,0.99,0
18,0.08,-0.05,0.99,0
19,0.08,-0.05,0.99,0
20,0.07,-0.05,0.99,0
21,0.08,-0.05,0.99,0
22,0.08,-0.05,0.99,0
23,0.07,-0.04,0.99,0
24,0.08,-0.04,1.0,0
25,0.07,-0.04,0.99,0
26,0.08,-0.05,0.99,0
27,0.07,-0.05,0.98,0
28,0.08,-0.04,0.99,0
29,0.07,-0.04,0.99,0
30,0.07,-0.04,0.99,0
31,0.07,-0.04,0.99,0
32,0.07,-0.04,0.98,0
33,0.08,-0.04,0.99,0
34,0.06,-0.04,0.99,0
35,0.07,-0.04,0.99,0
36,0.07,-0.04,0.99,0
37,0.07,-0.04,0.99,0
38,0.06,-0.04,0.99,0
39,0.06,-0.04,0.99,0
40,0.07,-0.05,0.99,0
41,0.06,-0.04,0.99,0
42,0.07,-0.04,0.99,0
43,0.05,-0.04,0.99,0
44,0.05,-0.04,0.99,0
45,0.07,-0.05,0.99,0
46,0.06,-0.04,0.99,0
47,0.06,-0.04,0.99,0
48,0.07,-0.03,0.98,0
49,0.06,-0.04,0.99,0
50,0.08,-0.04,0.99,0
51,0.04,-0.03,0.98,0
52,0.05,-0.05,1.0,0
53,0.07,-0.05,0.98,0
54,0.07,-0.04,0.99,0
55,0.06,-0.04,0.98,0
56,0.05,-0.04,1.0,0
57,0.02,-0.06,0.98,0
58,0.04,-0.03,0.99,0
59,-0.01,-0.04,0.99,0
60,0.03,-0.05,0.99,0
61,0.07,-0.03,1.0,0
62,0.0,-0.02,0.99,0
63,0.05,-0.05,1.03,0
64,0.02,-0.05,1.0,0
65,0.03,-0.04,1.02,0
66,0.01,-0.04,1.02,0
67,0.08,-0.05,1.02,0
68,0.11,-0.04,0.97,0
69,0.04,-0.01,0.97,0
70,0.03,-0.02,0.96,0
71,0.08,-0.01,0.99,0
72,0.06,-0.02,0.99,0
73,0.07,-0.02,1.0,0
74,0.06,-0.03,1.0,0
75,0.05,-0.03,0.99,2
76,0.04,-0.03,0.99,2
77,0.06,-0.03,0.99,2
78,0.06,-0.03,0.99,2
79,0.07,-0.03,0.98,2
80,0.06,-0.03,0.98,2
81,0.07,-0.03,0.99,2
82,0.06,-0.04,0.99,2
83,0.05,-0.03,0.99,2
84,0.07,-0.03,1.0,2
85,0.07,-0.03,0.99,2
86,0.06,-0.03,0.99,2
87,0.07,-0.03,0.98,2
88,0.07,-0.03,0.99,2
89,0.07,-0.03,0.98,2
90,0.07,-0.03,0.98,2
91,0.06,-0.02,0.98,2
92,0.03,0.0,0.98,2
93,0.09,0.01,0.99,2
94,0.04,0.06,0.96,2
95,0.1,0.11,0.93,2
96,0.09,0.17,0.92,2
97,0.08,0.22,0.97,2
98,0.05,0.24,1.01,2
99,0.04,0.26,1.11,2
100,-0.03,0.27,1.2,2
101,-0.04,0.24,1.34,2
102,-0.17,0.12,1.59,2
103,0.09,0.0,1.88,2
104,0.45,-0.21,1.85,2
105,0.86,-0.37,1.64,2
106,0.86,-0.38,1.16,2
107,1.01,-0.32,0.77,2
108,0.79,-0.3,0.47,2
109,0.55,-0.29,0.31,2
110,0.36,-0.25,0.23,2
111,0.09,-0.23,0.18,2
112,0.02,-0.16,0.24,2
113,-0.21,-0.12,0.34,2
114,-0.16,0.01,0.5,2
115,-0.32,0.08,0.53,2
116,-0.16,0.06,0.76,2
117,-0.43,0.17,0.84,2
118,-0.13,0.15,1.03,2
119,-0.38,0.27,1.2,2
120,-0.06,0.2,1.26,2
121,-0.08,0.17,1.41,2
122,-0.07,0.0,1.43,2
123,0.23,-0.04,1.41,2
124,0.01,-0.08,1.28,2
125,0.21,-0.14,1.2,2
126,0.24,-0.13,1.16,2
127,0.37,-0.16,1.18,2
128,0.18,-0.06,1.08,2
129,0.14,0.02,1.01,2
130,0.09,0.06,0.96,2
131,0.16,0.05,0.96,2
132,0.18,0.08,0.97,2
133,0.17,0.05,0.97,2
134,0.16,0.06,0.99,2
135,0.16,0.04,0.99,2
136,0.17,0.05,0.99,2
137,0.19,0.06,0.98,2
138,0.17,0.05,0.97,2
139,0.2,0.06,0.98,2
140,0.19,0.06,0.98,2
141,0.2,0.06,0.99,2
142,0.2,0.04,0.97,2
143,0.19,0.06,0.96,2
144,0.21,0.04,0.97,2
145,0.17,0.04,0.98,2
146,0.2,0.04,0.97,2
147,0.1,0.05,0.97,2
148,0.22,0.04,0.97,2
149,0.16,0.09,1.0,2
150,0.16,0.04,1.0,2
151,0.19,0.05,1.0,2
152,0.17,0.07,1.03,2
153,0.13,0.05,1.02,2
154,0.15,0.03,0.96,2
155,0.12,0.1,0.91,2
156,0.14,0.07,0.97,2
157,0.12,0.05,0.97,2
158,0.15,0.08,1.01,2
159,0.17,0.04,1.04,2
160,0.09,0.05,1.04,2
161,0.11,0.05,0.99,2
162,0.17,0.06,0.97,2
163,0.18,0.06,0.97,2
164,0.17,0.07,0.97,2
165,0.17,0.05,0.97,2
166,0.18,0.06,0.97,2
167,0.17,0.06,0.97,2
168,0.17,0.06,0.98,2
169,0.18,0.05,0.98,2
170,0.18,0.07,0.98,2
171,0.19,0.06,0.99,2
172,0.18,0.05,0.98,2
173,0.16,0.07,0.98,2
174,0.17,0.06,0.97,2
175,0.18,0.06,0.98,0
176,0.18,0.06,0.98,0
177,0.18,0.06,0.98,0
178,0.17,0.06,0.98,0
179,0.17,0.06,0.97,0
180,0.17,0.06,0.98,0
181,0.17,0.06,0.98,0
182,0.19,0.05,0.99,0
183,0.18,0.06,0.98,0
184,0.18,0.06,0.98,0
185,0.18,0.06,0.98,0
186,0.18,0.06,0.98,0
187,0.17,0.06,0.97,0
188,0.18,0.06,0.98,0
189,0.18,0.06,0.98,0
190,0.18,0.07,0.98,0
191,0.18,0.06,0.98,0
192,0.18,0.07,0.98,0
193,0.18,0.06,0.98,0
194,0.18,0.06,0.98,0
195,0.18,0.06,0.97,0
196,0.18,0.06,0.97,0
197,0.18,0.06,0.97,0
198,0.19,0.06,0.98,0
199,0.19,0.06,0.98,0
200,0.18,0.06,0.98,0
201,0.18,0.05,0.98,0
202,0.18,0.06,0.98,0
203,0.19,0.06,0.98,0
204,0.2,0.06,0.98,0
205,0.19,0.06,0.97,0
206,0.19,0.07,0.97,0
207,0.19,0.06,0.98,0
208,0.19,0.07,0.98,0
209,0.2,0.1,0.98,0
210,0.2,0.08,0.98,0
211,0.2,0.05,0.98,0
212,0.19,0.06,0.97,0
213,0.2,0.06,0.98,0
214,0.2,0.06,0.97,0
215,0.19,0.07,0.97,0
216,0.2,0.06,0.97,0
217,0.19,0.06,0.98,0
218,0.19,0.06,0.98,0
219,0.2,0.06,0.98,0
220,0.19,0.05,0.98,0
221,0.2,0.06,0.97,0
222,0.2,0.06,0.97,0
223,0.2,0.06,0.98,0
224,0.2,0.06,0.98,0
225,0.2,0.06,0.97,0
226,0.2,0.05,0.98,0
227,0.2,0.06,0.97,0
228,0.2,0.06,0.97,0
229,0.2,0.07,0.97,0
230,0.21,0.06,0.97,0
231,0.2,0.06,0.98,0
232,0.19,0.06,0.98,0
233,0.2,0.05,0.98,0
234,0.2,0.05,0.97,0
235,0.2,0.06,0.97,0
236,0.2,0.06,0.97,0
237,0.2,0.05,0.98,0
238,0.21,0.05,0.98,0
239,0.2,0.06,0.98,0
240,0.2,0.06,0.98,0
241,0.2,0.06,0.97,0
242,0.2,0.06,0.97,0
243,0.2,0.06,0.97,0
244,0.2,0.05,0.97,0
245,0.2,0.06,0.97,0
246,0.21,0.05,0.98,0
247,0.21,0.05,0.98,0
248,0.2,0.06,0.98,0
249,0.2,0.05,0.98,0
250,0.2,0.06,0.98,0
251,0.21,0.05,0.97,0
252,0.2,0.05,0.98,0
253,0.21,0.05,0.98,0
254,0.2,0.05,0.97,0
255,0.2,0.05,0.98,0
256,0.2,0.05,0.97,0
257,0.21,0.05,0.98,0
258,0.2,0.05,0.97,0
259,0.2,0.05,0.97,0
260,0.2,0.05,0.98,0
261,0.2,0.05,0.98,0
262,0.2,0.05,0.98,0
263,0.2,0.05,0.97,0
264,0.21,0.05,0.98,0
265,0.2,0.05,0.97,0
266,0.2,0.05,0.97,0
