sequence,accelx,accely,accelz,event
0,280,-60,970,0
1,270,-60,970,0
2,270,-60,960,0
3,270,-60,960,0
4,270,-60,960,0
5,270,-60,970,0
6,270,-60,970,0
7,270,-60,970,0
8,270,-60,970,0
9,280,-60,970,0
10,270,-60,970,0
11,260,-60,960,0
12,270,-60,960,0
13,270,-60,970,0
14,270,-60,970,0
15,270,-60,970,0
16,270,-60,970,0
17,280,-60,970,0
18,270,-60,970,0
19,270,-60,970,0
20,270,-60,970,0
21,270,-60,970,0
22,270,-60,970,0
23,270,-60,970,0
24,270,-60,970,0
25,260,-60,970,0
26,260,-70,970,0
27,270,-60,970,0
28,280,-60,970,0
29,270,-60,970,0
30,260,-60,970,0
31,270,-70,970,0
32,270,-60,960,0
33,270,-60,960,0
34,270,-60,970,0
35,270,-70,970,0
36,270,-70,970,0
37,270,-70,970,0
38,270,-70,970,0
39,260,-70,960,0
40,270,-70,960,0
41,270,-60,960,0
42,270,-70,970,0
43,260,-70,970,0
44,260,-70,970,0
45,270,-80,970,0
46,270,-80,970,0
47,270,-70,970,0
48,260,-80,970,0
49,270,-80,960,0
50,270,-80,960,0
51,270,-80,970,0
52,270,-90,970,0
53,280,-80,970,0
54,280,-80,970,0
55,250,-90,970,0
56,250,-90,960,0
57,270,-100,970,0
58,250,-90,960,0
59,260,-100,970,0
60,240,-90,960,0
61,250,-110,960,0
62,210,-110,940,0
63,260,-120,970,0
64,310,-120,980,0
65,280,-110,970,0
66,360,-140,1040,0
67,230,-60,1000,0
68,210,-80,970,0
69,290,-100,940,0
70,220,-60,860,0
71,270,-140,950,0
72,310,-120,980,0
73,310,-120,970,0
74,290,-100,970,0
75,300,-100,980,2000
76,340,-70,990,2000
77,330,-110,970,2000
78,290,-90,930,2000
79,320,-100,930,2000
80,310,-90,950,2000
81,300,-70,950,2000
82,330,-80,960,2000
83,320,-80,960,2000
84,320,-90,960,2000
85,310,-90,950,2000
86,310,-80,960,2000
87,330,-90,960,2000
88,320,-90,960,2000
89,330,-80,960,2000
90,310,-80,960,2000
91,310,-80,950,2000
