sequence,accelx,accely,accelz,event
0,560,-200,820,0
1,560,-200,810,0
2,560,-200,820,0
3,560,-210,810,0
4,550,-200,810,0
5,550,-200,810,0
6,550,-200,820,0
7,560,-200,820,0
8,560,-210,820,0
9,550,-200,810,0
10,550,-200,810,0
11,550,-200,810,0
12,560,-210,820,0
13,550,-200,810,0
14,560,-200,810,0
15,560,-200,810,0
16,560,-200,820,0
17,540,-200,820,0
18,550,-200,830,0
19,540,-210,800,0
20,580,-210,790,0
21,560,-200,820,0
22,600,-230,900,0
23,560,-270,880,0
24,520,-240,920,0
25,460,-210,910,0
26,420,-150,910,0
27,410,-130,920,0
28,360,-140,860,0
29,410,-190,880,0
30,460,-170,900,0
31,420,-150,880,0
32,400,-140,870,0
33,460,-130,910,0
34,410,-100,890,0
35,410,-70,920,0
36,360,-70,910,0
37,360,-90,920,0
38,360,-110,940,0
39,320,-90,940,0
40,350,-100,960,0
41,350,-100,960,0
42,350,-80,950,0
43,350,-70,950,0
44,340,-60,950,0
45,350,-60,950,0
46,350,-60,940,0
47,350,-60,940,0
48,350,-50,960,0
49,350,-50,950,0
50,320,-60,950,0
51,340,-60,960,0
52,340,-60,970,0
53,330,-60,960,0
54,310,-60,970,0
55,280,-60,950,0
56,300,-60,960,0
57,300,-60,970,0
58,250,-40,960,0
59,230,-60,960,0
60,300,-80,960,0
61,190,-40,980,0
62,270,-80,1000,0
63,280,-70,970,0
64,280,-60,950,0
65,290,-50,970,0
66,320,-50,980,0
67,350,-90,950,0
68,290,-40,930,0
69,350,-70,940,0
70,280,-60,940,0
71,370,-60,950,0
72,440,-110,950,0
73,350,-50,950,0
74,370,-60,970,0
75,360,-70,950,2000
76,360,-70,940,2000
77,360,-70,930,2000
78,360,-60,930,2000
79,370,-60,940,2000
80,360,-70,930,2000
81,370,-70,940,2000
82,360,-70,940,2000
83,360,-70,940,2000
84,360,-70,940,2000
85,370,-70,950,2000
86,360,-70,940,2000
87,360,-70,950,2000
88,360,-70,940,2000
89,360,-70,950,2000
90,360,-70,940,2000
91,360,-70,940,2000
92,360,-70,940,2000
93,360,-70,940,2000
94,360,-70,940,2000
95,360,-60,950,2000
96,360,-60,950,2000
97,360,-70,940,2000
98,360,-70,940,2000
99,360,-70,940,2000
100,360,-70,940,2000
101,360,-60,940,2000
102,360,-60,940,2000
103,360,-50,940,2000
104,350,-40,940,2000
105,340,-40,940,2000
106,350,-40,960,2000
107,350,-40,980,2000
108,310,-20,1020,2000
109,240,-10,1140,2000
110,130,-10,1390,2000
111,110,-20,1550,2000
112,110,20,1770,2000
113,160,-10,1750,2000
114,290,-90,1720,2000
115,540,-210,1630,2000
116,320,-250,1380,2000
117,310,-270,1060,2000
