sequence,accelx,accely,accelz,event
0,420,730,700,0
1,340,710,760,0
2,200,30,970,0
3,200,40,980,0
4,190,40,970,0
5,200,30,970,0
6,200,40,970,0
7,200,40,970,0
8,200,40,980,0
9,200,30,980,0
10,200,30,980,0
11,200,40,980,0
12,200,40,970,0
13,200,30,970,0
14,200,40,980,0
15,200,40,970,0
16,190,40,970,0
17,200,30,980,0
18,200,30,980,0
19,200,30,980,0
20,200,30,980,0
21,200,40,980,0
22,200,40,970,0
23,210,30,970,0
24,190,40,980,0
25,190,30,970,0
26,200,40,980,0
27,200,30,970,0
28,200,40,980,0
29,190,40,980,0
30,190,40,980,0
31,190,40,980,0
32,180,40,980,0
33,170,40,980,0
34,170,40,980,0
35,160,40,980,0
36,170,30,980,0
37,150,30,980,0
38,150,30,980,0
39,110,30,980,0
40,130,50,980,0
41,100,40,980,0
42,100,40,970,0
43,110,60,1000,0
44,130,30,980,0
45,140,30,990,0
46,140,40,980,0
47,110,30,980,0
48,110,20,980,0
49,90,40,990,0
50,100,30,1020,0
51,70,60,1030,0
52,170,20,970,0
53,220,30,980,0
54,210,80,960,0
55,210,40,970,0
56,210,50,970,0
57,220,50,970,0
58,210,40,980,0
59,220,40,970,0
60,210,30,980,0
61,210,40,980,0
62,210,40,970,0
63,210,40,970,0
64,210,40,970,0
65,210,30,970,0
66,210,30,970,0
67,210,40,970,0
68,210,30,970,0
69,220,40,970,0
70,210,30,970,0
71,210,40,970,0
72,210,30,980,0
73,210,30,980,0
74,210,30,970,0
75,210,40,970,2000
76,210,30,970,2000
77,210,30,970,2000
78,210,30,970,2000
79,210,30,980,2000
80,210,30,970,2000
81,210,30,980,2000
82,210,40,980,2000
83,210,40,970,2000
84,210,40,970,2000
85,210,30,970,2000
86,210,30,970,2000
87,210,40,980,2000
88,210,30,980,2000
89,210,30,980,2000
90,210,30,970,2000
91,240,40,970,2000
92,200,50,980,2000
93,210,40,980,2000
94,200,40,1000,2000
95,190,30,1010,2000
96,130,50,1020,2000
97,190,40,980,2000
98,150,50,1020,2000
99,60,50,1120,2000
100,130,0,1180,2000
101,210,-40,1090,2000
102,320,-110,950,2000
103,370,-130,780,2000
104,400,-30,620,2000
105,290,140,570,2000
106,140,310,790,2000
107,-10,380,1060,2000
108,-60,390,1280,2000
109,80,360,1460,2000
110,220,220,1480,2000
111,120,110,1510,2000
112,60,-30,1580,2000
113,200,-210,1640,2000
114,260,-260,1530,2000
115,500,-410,1390,2000
116,600,-460,1100,2000
117,650,-500,810,2000
118,570,-490,580,2000
119,380,-500,440,2000
120,250,-430,350,2000
121,90,-310,230,2000
122,130,-240,140,2000
123,-20,-90,210,2000
124,-260,-40,250,2000
125,-270,100,510,2000
126,-510,190,530,2000
127,-310,230,840,2000
128,-450,320,870,2000
129,-360,320,1060,2000
130,-220,290,1110,2000
131,-170,260,1250,2000
132,-130,230,1350,2000
133,-30,240,1470,2000
134,-190,230,1490,2000
135,110,30,1400,2000
136,130,-160,1250,2000
137,270,-240,1180,2000
138,270,-230,1120,2000
139,20,-20,1020,2000
140,90,90,1030,2000
141,30,170,980,2000
142,100,230,990,2000
143,100,230,970,2000
144,130,160,970,2000
145,90,140,980,2000
146,70,120,980,2000
147,100,130,1000,2000
148,140,120,1000,2000
149,160,120,990,2000
150,160,110,980,2000
151,170,110,980,2000
152,140,110,980,2000
153,120,110,980,2000
154,100,90,960,2000
155,110,110,950,2000
156,100,110,970,2000
157,100,90,1000,2000
158,90,120,980,2000
159,80,110,970,2000
160,130,110,990,2000
161,110,110,1040,2000
162,90,120,1060,2000
163,130,120,990,2000
164,180,90,900,2000
165,110,140,950,2000
166,130,90,940,2000
167,80,140,980,2000
168,110,100,1000,2000
169,90,100,1070,2000
170,90,100,1030,2000
171,170,120,980,2000
172,150,110,960,2000
173,180,110,950,2000
174,170,110,960,2000
175,160,100,970,0
176,170,110,980,0
177,160,110,970,0
178,140,100,980,0
179,160,110,980,0
180,150,100,980,0
181,140,110,980,0
182,160,110,980,0
183,140,100,980,0
184,150,110,970,0
185,180,100,970,0
186,150,110,980,0
187,160,100,970,0
188,160,100,970,0
189,160,100,980,0
190,160,110,970,0
191,160,110,970,0
192,190,100,980,0
193,150,120,960,0
194,140,120,980,0
195,90,140,980,0
196,170,110,970,0
197,170,110,960,0
198,180,80,970,0
199,170,50,970,0
200,180,70,990,0
201,190,70,990,0
202,200,110,990,0
203,210,130,1000,0
204,180,150,970,0
205,180,120,960,0
206,170,110,970,0
207,170,110,970,0
208,190,100,990,0
209,200,110,990,0
210,210,90,980,0
211,210,100,970,0
212,180,100,960,0
213,170,110,970,0
214,180,100,980,0
215,200,80,980,0
216,210,90,980,0
217,190,110,970,0
218,180,110,970,0
219,160,100,970,0
220,180,100,980,0
221,170,100,980,0
222,170,100,970,0
223,180,90,980,0
224,170,100,980,0
225,180,100,980,0
226,160,100,980,0
227,170,100,980,0
228,160,100,980,0
229,170,90,970,0
230,160,100,970,0
231,170,100,970,0
232,170,100,970,0
233,180,100,970,0
234,170,90,980,0
235,170,90,980,0
236,180,90,970,0
237,170,100,980,0
238,180,90,980,0
239,170,90,980,0
240,170,100,980,0
241,180,100,980,0
242,170,100,980,0
243,160,100,970,0
244,170,100,970,0
245,180,90,970,0
246,180,90,980,0
247,170,100,980,0
248,160,100,970,0
249,170,100,980,0
250,180,100,980,0
251,170,90,980,0
252,170,90,980,0
253,180,90,980,0
254,170,100,980,0
255,170,100,980,0
256,180,100,970,0
257,170,100,970,0
258,180,100,970,0
259,170,90,970,0
260,180,90,970,0
261,170,90,980,0
262,170,90,980,0
263,180,90,980,0
264,170,100,970,0
265,180,90,970,0
266,170,100,970,0
267,180,90,970,0
268,190,90,970,0
269,170,90,970,0
270,180,100,980,0
271,180,100,980,0
272,190,100,980,0
273,180,100,970,0
274,180,100,980,0
275,180,100,970,0
276,180,100,970,0
277,190,100,980,0
278,170,100,970,0
279,190,90,970,0
280,170,100,980,0
281,190,90,970,0
282,150,100,980,0
283,180,100,990,0
284,170,90,980,0
285,170,100,970,0
286,160,100,970,0
287,170,90,970,0
288,160,100,970,0
289,190,90,980,0
290,130,100,970,0
291,140,100,980,0
292,120,110,980,0
293,160,80,980,0
294,120,110,990,0
295,110,100,1000,0
296,140,80,990,0
297,110,90,990,0
298,160,90,1010,0
299,150,90,1040,0
300,140,90,980,0
301,200,90,940,0
302,180,100,930,0
303,180,100,960,0
304,200,100,980,0
305,180,100,980,0
306,180,100,980,0
307,180,100,980,0
308,170,90,980,0
309,190,100,980,0
310,190,100,970,0
311,190,100,980,0
312,190,100,980,0
313,180,100,970,0
314,190,100,970,0
315,190,100,970,0
316,180,100,980,0
317,190,100,980,0
318,190,100,980,0
319,170,100,970,0
320,190,100,980,0
321,180,100,970,0
322,190,90,970,0
323,180,100,970,0
324,190,90,970,0
325,190,100,980,2000
326,180,90,980,2000
327,190,100,980,2000
328,170,90,980,2000
329,190,90,980,2000
330,180,100,970,2000
331,170,90,970,2000
332,180,100,970,2000
333,160,100,970,2000
334,190,90,980,2000
335,180,90,970,2000
336,190,90,980,2000
337,190,90,970,2000
338,180,90,970,2000
339,190,90,970,2000
340,200,100,970,2000
341,200,110,970,2000
342,190,130,940,2000
343,200,220,850,2000
344,170,360,840,2000
345,140,470,920,2000
346,100,500,980,2000
347,170,480,1100,2000
348,160,490,1290,2000
349,130,480,1490,2000
350,80,400,1700,2000
351,270,290,1900,2000
352,450,110,1970,2000
353,740,-10,1770,2000
354,1070,-340,1380,2000
355,940,-410,840,2000
356,920,-360,510,2000
357,590,-310,220,2000
358,520,-140,130,2000
359,240,-20,-60,2000
360,100,60,-140,2000
361,-60,150,-170,2000
362,-140,290,30,2000
363,-260,580,440,2000
364,-500,690,760,2000
365,-140,750,1190,2000
366,-390,810,1340,2000
367,80,530,1390,2000
368,-130,630,1500,2000
369,40,390,1710,2000
370,160,310,1670,2000
371,270,0,1540,2000
372,420,-170,1340,2000
373,290,-100,1190,2000
374,220,-20,1070,2000
375,230,30,990,2000
376,240,30,980,2000
377,180,130,920,2000
378,210,140,940,2000
379,180,210,950,2000
380,190,200,970,2000
381,200,210,980,2000
382,160,220,980,2000
383,170,220,960,2000
384,210,200,960,2000
385,210,190,970,2000
386,200,180,970,2000
387,210,180,970,2000
388,210,180,960,2000
389,220,200,950,2000
390,200,150,950,2000
391,180,200,940,2000
392,210,190,950,2000
393,150,180,940,2000
394,140,230,1010,2000
395,200,180,1050,2000
396,190,210,1060,2000
397,210,180,990,2000
398,230,150,870,2000
399,190,230,870,2000
400,200,140,930,2000
401,140,210,980,2000
402,210,170,1030,2000
403,180,210,1030,2000
404,220,190,990,2000
405,220,160,950,2000
406,250,180,920,2000
407,220,170,930,2000
408,230,170,960,2000
409,210,170,960,2000
410,220,170,960,2000
411,210,170,970,2000
412,220,170,970,2000
413,230,160,970,2000
414,210,170,960,2000
415,220,180,970,2000
416,230,160,960,2000
417,210,180,960,2000
418,250,170,960,2000
419,220,160,960,2000
420,220,160,960,2000
421,240,170,970,2000
422,220,160,970,2000
423,210,160,960,2000
424,220,170,970,2000
425,210,160,960,0
426,220,160,960,0
427,220,170,970,0
428,220,160,970,0
429,220,160,960,0
430,220,160,960,0
431,220,160,960,0
432,220,160,960,0
433,220,170,960,0
434,220,160,970,0
435,230,150,970,0
436,210,160,970,0
437,220,160,970,0
438,220,160,960,0
439,220,150,970,0
440,220,150,960,0
441,220,150,970,0
442,220,160,970,0
443,220,150,960,0
444,220,150,970,0
445,220,140,970,0
446,220,150,970,0
447,220,160,970,0
448,220,150,970,0
449,220,140,960,0
450,220,140,970,0
451,220,140,970,0
452,220,140,970,0
453,220,140,970,0
454,220,140,970,0
455,220,140,960,0
456,220,140,970,0
457,220,140,970,0
458,220,140,970,0
459,220,140,970,0
460,220,140,970,0
461,220,140,970,0
462,220,140,970,0
463,220,140,960,0
464,220,140,970,0
465,220,140,960,0
466,220,140,960,0
467,220,140,970,0
468,220,140,970,0
469,220,140,970,0
470,230,140,970,0
471,220,140,970,0
472,230,140,970,0
473,220,140,970,0
474,220,140,970,0
475,220,140,970,0
476,220,140,960,0
477,230,140,970,0
478,220,140,960,0
479,230,140,970,0
480,220,140,970,0
481,220,130,970,0
482,230,140,970,0
483,220,130,960,0
484,220,130,970,0
485,220,130,960,0
486,220,130,970,0
487,220,130,970,0
488,220,130,970,0
489,220,130,970,0
490,220,130,970,0
491,220,130,970,0
492,230,130,970,0
493,220,130,960,0
494,230,130,970,0
495,220,130,970,0
496,220,130,960,0
497,220,120,970,0
498,220,120,970,0
499,220,120,970,0
500,230,130,970,0
501,220,130,970,0
502,220,130,970,0
503,220,120,970,0
504,220,130,970,0
505,220,130,970,0
506,220,120,970,0
507,220,120,970,0
508,220,130,970,0
509,220,120,970,0
510,220,120,970,0
511,220,120,970,0
512,220,120,970,0
513,220,120,960,0
514,220,120,970,0
515,220,120,970,0
516,220,120,970,0
517,220,120,970,0
518,220,120,970,0
519,220,130,960,0
520,220,120,970,0
521,220,120,960,0
522,220,120,970,0
523,220,120,970,0
524,220,120,970,0
525,220,120,970,0
526,220,120,970,0
527,220,120,960,0
528,220,130,970,0
529,220,120,970,0
530,220,120,970,0
531,220,120,970,0
532,220,120,960,0
533,220,120,970,0
534,210,120,970,0
535,220,120,970,0
536,230,130,970,0
537,220,120,960,0
538,210,120,960,0
539,220,130,970,0
540,210,110,960,0
541,220,130,970,0
542,210,110,970,0
543,240,130,970,0
544,210,110,970,0
545,220,120,970,0
546,210,120,970,0
547,210,120,960,0
548,210,120,960,0
549,210,120,970,0
550,200,140,970,0
551,210,110,990,0
552,170,140,970,0
553,210,110,960,0
554,180,140,960,0
555,200,120,980,0
556,190,150,980,0
557,180,110,970,0
558,210,130,1000,0
559,230,140,990,0
560,250,120,970,0
561,210,140,930,0
562,220,160,940,0
563,220,140,960,0
564,210,140,970,0
565,230,140,970,0
566,210,130,970,0
567,210,130,970,0
568,220,130,970,0
569,230,140,970,0
570,220,140,970,0
571,230,130,970,0
572,220,130,960,0
573,220,130,960,0
574,230,120,960,0
575,220,120,970,2000
576,220,120,970,2000
577,220,120,970,2000
578,220,120,970,2000
579,220,120,960,2000
580,220,120,970,2000
581,230,120,960,2000
582,220,120,970,2000
583,220,120,970,2000
584,220,120,970,2000
585,220,120,970,2000
586,220,110,970,2000
587,220,130,970,2000
588,220,130,960,2000
589,220,120,960,2000
590,220,130,960,2000
591,210,160,950,2000
592,240,130,950,2000
593,230,140,960,2000
594,210,170,900,2000
595,210,300,760,2000
596,210,460,750,2000
597,90,550,890,2000
598,130,570,1080,2000
599,280,500,1340,2000
600,90,480,1600,2000
601,210,410,1830,2000
602,420,300,2020,2000
603,520,220,1940,2000
604,970,-40,1770,2000
605,980,-180,1280,2000
606,1190,-240,760,2000
607,990,-190,370,2000
608,640,-140,100,2000
609,460,-80,-10,2000
610,160,30,-100,2000
611,0,60,-100,2000
612,-150,170,10,2000
613,-240,270,270,2000
614,-330,480,600,2000
615,-510,630,750,2000
616,-240,710,1030,2000
617,-290,570,990,2000
618,200,540,1160,2000
619,70,530,1470,2000
620,50,490,1520,2000
621,560,340,1760,2000
622,170,140,1580,2000
623,620,-10,1410,2000
624,440,-250,1110,2000
625,460,-180,1000,2000
626,390,-120,970,2000
627,190,-20,950,2000
628,320,70,950,2000
629,290,140,940,2000
630,280,180,960,2000
631,270,230,970,2000
632,210,210,970,2000
633,300,200,970,2000
634,230,200,960,2000
635,220,190,970,2000
636,260,180,960,2000
637,230,170,950,2000
638,260,150,920,2000
639,270,150,960,2000
640,260,170,970,2000
641,270,160,960,2000
642,260,170,960,2000
643,300,160,950,2000
644,240,170,940,2000
645,290,160,970,2000
646,270,130,950,2000
647,210,180,960,2000
648,230,160,950,2000
649,200,180,950,2000
650,250,140,970,2000
651,290,160,1000,2000
652,230,140,1010,2000
653,240,200,970,2000
654,280,130,880,2000
655,210,200,940,2000
656,270,150,970,2000
657,220,160,950,2000
658,220,140,970,2000
659,270,150,1000,2000
660,270,180,980,2000
661,280,170,950,2000
662,320,170,940,2000
663,280,150,930,2000
664,320,140,940,2000
665,320,150,950,2000
666,330,140,950,2000
667,290,130,960,2000
668,300,140,960,2000
669,290,140,960,2000
670,290,130,960,2000
671,300,140,950,2000
672,280,130,960,2000
673,300,130,960,2000
674,280,130,950,2000
675,280,130,960,0
676,290,140,960,0
677,280,130,950,0
678,270,130,960,0
679,280,130,960,0
680,290,130,950,0
681,280,120,960,0
682,280,120,950,0
683,290,120,950,0
684,280,110,950,0
685,280,110,950,0
686,300,110,950,0
687,290,110,970,0
688,290,110,960,0
689,300,110,950,0
690,290,100,960,0
691,290,110,950,0
692,310,110,950,0
693,300,110,960,0
694,290,100,950,0
695,290,100,960,0
696,300,110,960,0
697,300,100,960,0
698,290,100,960,0
699,290,110,950,0
700,320,110,950,0
701,310,100,960,0
702,290,110,960,0
703,280,110,960,0
704,300,110,960,0
705,290,110,960,0
706,300,100,950,0
707,280,100,950,0
708,290,100,950,0
709,290,100,960,0
710,290,110,960,0
711,280,100,960,0
712,280,100,960,0
713,270,110,960,0
714,290,100,960,0
715,270,100,970,0
716,280,100,960,0
717,270,100,960,0
718,280,100,960,0
719,280,100,960,0
720,280,100,960,0
721,270,100,960,0
722,270,100,960,0
723,270,100,970,0
724,270,100,960,0
725,280,100,960,0
726,270,100,960,0
727,270,100,960,0
728,270,100,960,0
729,270,100,970,0
730,270,100,970,0
731,270,100,970,0
732,270,100,970,0
733,260,100,960,0
734,270,100,960,0
735,270,100,950,0
736,270,100,960,0
737,270,100,970,0
738,260,100,970,0
739,270,100,960,0
740,270,110,960,0
741,280,100,970,0
742,270,110,960,0
743,270,110,970,0
744,270,100,960,0
745,270,100,950,0
746,280,100,960,0
747,270,100,960,0
748,270,100,960,0
749,270,100,960,0
750,280,100,960,0
751,270,100,960,0
752,270,100,960,0
753,270,100,960,0
754,280,100,960,0
755,270,100,960,0
756,280,100,960,0
757,270,100,960,0
758,280,100,960,0
759,270,100,960,0
760,270,100,960,0
761,280,100,960,0
762,280,100,960,0
763,270,100,960,0
764,280,100,960,0
765,280,100,960,0
766,280,110,960,0
767,270,100,960,0
768,280,100,960,0
769,280,100,960,0
770,280,100,960,0
771,270,100,960,0
772,270,100,970,0
773,280,100,960,0
774,270,100,960,0
775,280,110,960,0
776,270,110,960,0
777,280,110,960,0
778,280,100,960,0
779,280,110,960,0
780,280,100,960,0
781,280,100,960,0
782,280,100,960,0
783,280,100,960,0
784,280,100,960,0
785,300,100,970,0
786,270,100,960,0
787,280,100,960,0
788,270,100,950,0
789,270,100,960,0
790,270,100,960,0
791,260,110,970,0
792,270,100,970,0
793,270,100,970,0
794,260,100,970,0
795,260,100,960,0
