sequence,accelx,accely,accelz,event
0,210,-80,980,0
1,200,-70,970,0
2,210,-70,970,0
3,210,-70,970,0
4,210,-70,970,0
5,210,-70,980,0
6,210,-70,980,0
7,200,-80,970,0
8,210,-80,970,0
9,200,-70,970,0
10,210,-70,980,0
11,210,-70,980,0
12,210,-70,980,0
13,200,-70,980,0
14,200,-70,980,0
15,210,-70,980,0
16,200,-70,970,0
17,210,-70,970,0
18,210,-70,980,0
19,200,-70,980,0
20,200,-70,980,0
21,200,-60,970,0
22,200,-60,980,0
23,200,-70,980,0
24,200,-70,980,0
25,200,-70,980,0
26,200,-60,970,0
27,200,-70,970,0
28,200,-70,980,0
29,200,-70,980,0
30,200,-70,980,0
31,200,-70,980,0
32,200,-70,970,0
33,200,-60,980,0
34,200,-70,980,0
35,210,-70,980,0
36,200,-70,980,0
37,200,-70,970,0
38,190,-70,970,0
39,200,-70,970,0
40,200,-70,980,0
41,200,-70,980,0
42,200,-60,980,0
43,200,-70,980,0
44,200,-70,980,0
45,210,-70,990,0
46,200,-70,980,0
47,200,-60,980,0
48,190,-70,970,0
49,190,-70,970,0
50,200,-70,980,0
51,200,-70,980,0
52,190,-60,980,0
53,190,-60,980,0
54,200,-60,980,0
55,190,-60,980,0
56,200,-60,980,0
57,200,-60,980,0
58,200,-60,980,0
59,200,-60,980,0
60,200,-60,980,0
61,200,-60,980,0
62,200,-60,980,0
63,200,-60,980,0
64,190,-70,980,0
65,200,-60,980,0
66,200,-70,980,0
67,200,-60,980,0
68,200,-60,970,0
69,200,-60,970,0
70,200,-60,980,0
71,200,-60,980,0
72,200,-70,980,0
73,200,-60,980,0
74,200,-70,980,0
75,200,-70,980,0
76,200,-70,980,0
77,200,-70,970,0
78,200,-70,980,0
79,200,-70,970,0
80,200,-70,970,0
81,200,-70,970,0
82,200,-70,980,0
83,200,-70,980,0
84,210,-70,990,0
85,210,-70,990,0
86,200,-70,980,0
87,200,-70,970,0
88,200,-70,970,0
89,200,-70,970,0
90,200,-70,980,0
91,200,-70,980,0
92,200,-70,980,0
93,200,-70,980,0
94,210,-80,980,0
95,210,-70,980,0
96,200,-70,980,0
97,200,-70,980,0
98,200,-80,980,0
99,200,-80,980,0
100,200,-80,970,0
101,200,-70,980,0
102,200,-80,970,0
103,200,-70,980,0
104,200,-80,980,0
105,200,-80,980,0
106,200,-80,980,0
107,200,-70,980,0
108,200,-70,980,0
109,200,-80,980,0
110,200,-80,980,0
111,200,-70,980,0
112,200,-70,980,0
113,200,-70,980,0
114,200,-70,980,0
