sequence,accelx,accely,accelz,event
0,140,-60,980,0
1,130,-70,980,0
2,140,-70,980,0
3,140,-70,980,0
4,150,-70,980,0
5,150,-70,980,0
6,140,-60,980,0
7,140,-70,980,0
8,130,-70,980,0
9,140,-70,990,0
10,140,-70,980,0
11,140,-70,980,0
12,140,-70,980,0
13,140,-70,980,0
14,130,-70,980,0
15,140,-70,980,0
16,130,-70,980,0
17,130,-70,990,0
18,140,-70,990,0
19,140,-70,980,0
20,140,-70,980,0
21,130,-60,980,0
22,140,-60,980,0
23,140,-70,980,0
24,140,-70,980,0
25,130,-70,990,0
26,140,-70,980,0
27,140,-70,980,0
28,140,-60,980,0
29,130,-60,980,0
30,140,-70,980,0
31,140,-70,990,0
32,130,-70,980,0
33,140,-70,980,0
34,140,-60,980,0
35,150,-60,990,0
36,140,-60,980,0
37,150,-70,990,0
38,140,-60,980,0
39,150,-60,980,0
40,150,-60,980,0
41,120,-40,980,0
42,90,-50,980,0
43,90,-50,970,0
44,90,-40,980,0
45,120,-30,990,0
46,130,-30,990,0
47,140,-40,990,0
48,130,-50,980,0
49,150,-50,990,0
50,140,-50,990,0
51,160,-40,990,0
52,110,-30,980,0
53,110,-20,980,0
54,110,-30,980,0
55,90,-30,980,0
56,100,-20,980,0
57,90,-40,980,0
58,90,-30,1000,0
59,90,-50,990,0
60,60,-20,1000,0
61,90,-50,990,0
62,60,-40,980,0
63,80,-40,990,0
64,80,-50,980,0
65,30,-30,990,0
66,60,-40,1020,0
67,30,-50,980,0
68,30,-50,990,0
69,10,-20,980,0
70,20,-50,980,0
71,0,-40,1000,0
72,10,-30,1000,0
73,0,-30,1010,0
74,60,-60,1010,0
75,60,-50,1020,0
76,40,-20,1000,0
77,80,-20,980,0
78,90,-20,970,0
79,140,0,980,0
80,90,-20,980,0
81,90,-10,990,0
82,90,-10,990,0
83,80,-30,990,0
84,90,-10,990,0
85,90,-30,990,0
86,80,-20,1000,0
87,80,-20,990,0
88,80,-30,980,0
89,90,-10,990,0
90,80,-20,980,0
91,90,-20,980,0
92,90,-20,990,0
93,90,-20,990,0
94,80,-20,980,0
95,90,-20,990,0
96,90,-20,990,0
97,80,-20,990,0
98,80,-20,990,0
99,80,-20,990,0
100,80,-20,990,2000
101,80,-20,990,2000
102,80,-20,990,2000
103,80,-20,980,2000
104,80,-20,980,2000
105,80,-20,990,2000
106,90,-20,990,2000
107,80,-20,980,2000
108,90,-20,990,2000
109,80,-20,990,2000
110,80,-20,990,2000
111,80,-20,980,2000
112,90,-20,990,2000
113,80,-20,990,2000
114,80,-10,990,2000
